"","term","gene"
"847","GOBP_DNA_DAMAGE_RESPONSE","Xrcc4"
"848","GOBP_DNA_DAMAGE_RESPONSE","Xrcc5"
"849","GOBP_DNA_DAMAGE_RESPONSE","Xrcc6"
"850","GOBP_DNA_DAMAGE_RESPONSE","Xrn2"
"851","GOBP_DNA_DAMAGE_RESPONSE","Yap1"
"852","GOBP_DNA_DAMAGE_RESPONSE","Yeats4"
"853","GOBP_DNA_DAMAGE_RESPONSE","Yy1"
"854","GOBP_DNA_DAMAGE_RESPONSE","Zbtb1"
"855","GOBP_DNA_DAMAGE_RESPONSE","Zbtb38"
"856","GOBP_DNA_DAMAGE_RESPONSE","Zbtb4"
"857","GOBP_DNA_DAMAGE_RESPONSE","Zbtb40"
"858","GOBP_DNA_DAMAGE_RESPONSE","Zbtb7a"
"859","GOBP_DNA_DAMAGE_RESPONSE","Zc3h12a"
"860","GOBP_DNA_DAMAGE_RESPONSE","Zcwpw1"
"861","GOBP_DNA_DAMAGE_RESPONSE","Zdhhc16"
"862","GOBP_DNA_DAMAGE_RESPONSE","Zfp365"
"863","GOBP_DNA_DAMAGE_RESPONSE","Zfp385a"
"864","GOBP_DNA_DAMAGE_RESPONSE","Zfp668"
"865","GOBP_DNA_DAMAGE_RESPONSE","Zfp830"
"866","GOBP_DNA_DAMAGE_RESPONSE","Zfyve26"
"867","GOBP_DNA_DAMAGE_RESPONSE","Zmat3"
"868","GOBP_DNA_DAMAGE_RESPONSE","Zmpste24"
"869","GOBP_DNA_DAMAGE_RESPONSE","Zmynd8"
"870","GOBP_DNA_DAMAGE_RESPONSE","Znhit1"
"871","GOBP_DNA_DAMAGE_RESPONSE","Zranb3"
"872","GOBP_DNA_DAMAGE_RESPONSE","Zswim7"
